iter	Passed	Remaining
641	152	85
642	152	84
643	153	84
644	153	84
645	153	84
646	153	83
647	153	83
648	153	83
649	154	82
650	154	82
651	154	82
652	154	82
653	154	81
654	155	81
655	155	81
656	155	81
657	155	80
658	155	80
659	155	80
660	156	80
661	156	79
662	156	79
663	156	79
664	156	78
665	156	78
666	157	78
667	157	78
668	157	77
669	157	77
670	157	77
671	157	77
672	158	76
673	158	76
674	158	76
675	158	76
676	158	75
677	158	75
678	159	75
679	159	74
680	159	74
681	159	74
682	159	74
683	160	73
684	160	73
685	160	73
686	160	73
687	160	72
688	160	72
689	161	72
690	161	72
691	161	71
692	161	71
693	161	71
694	162	71
695	162	70
696	162	70
697	162	70
698	162	70
699	162	69
700	163	69
701	163	69
702	163	69
703	163	68
704	163	68
705	164	68
706	164	68
707	164	67
708	164	67
709	164	67
710	164	67
711	165	66
712	165	66
713	165	66
714	165	66
715	165	65
716	165	65
717	166	65
718	166	64
719	166	64
720	166	64
721	166	64
722	167	63
723	167	63
724	167	63
725	167	63
726	167	62
727	167	62
728	168	62
729	168	62
730	168	61
731	168	61
732	168	61
733	168	61
734	169	60
735	169	60
736	169	60
737	169	60
738	169	59
739	169	59
740	170	59
741	170	59
742	170	58
743	170	58
744	170	58
745	170	58
746	171	57
747	171	57
748	171	57
749	171	57
750	171	56
751	172	56
752	172	56
753	172	56
754	172	56
755	172	55
756	173	55
757	173	55
758	173	55
759	173	54
760	173	54
761	173	54
762	174	54
763	174	53
764	174	53
765	174	53
766	174	53
767	175	52
768	175	52
769	175	52
770	175	52
771	175	51
772	175	51
773	176	51
774	176	51
775	176	50
776	176	50
777	176	50
778	177	50
779	177	49
780	177	49
781	177	49
782	177	49
783	177	49
784	178	48
785	178	48
786	178	48
787	178	48
788	178	47
789	179	47
790	179	47
791	179	47
792	179	46
793	179	46
794	180	46
795	180	46
796	180	45
797	180	45
798	180	45
799	180	45
800	181	44
801	181	44
802	181	44
803	181	44
804	181	44
805	181	43
806	181	43
807	182	43
808	182	43
809	182	42
810	182	42
811	182	42
812	182	42
813	183	41
814	183	41
815	183	41
816	183	41
817	183	40
818	184	40
819	184	40
820	184	40
821	184	40
822	185	39
823	185	39
824	185	39
825	185	39
826	185	38
827	186	38
828	186	38
829	186	38
830	186	37
831	186	37
832	187	37
833	187	37
834	187	37
835	187	36
836	187	36
837	187	36
838	188	36
839	188	35
840	188	35
841	188	35
842	188	35
843	189	34
844	189	34
845	189	34
846	189	34
847	189	34
848	189	33
849	190	33
850	190	33
851	190	33
852	190	32
853	190	32
854	191	32
855	191	32
856	191	31
857	191	31
858	191	31
859	191	31
860	192	31
861	192	30
862	192	30
863	192	30
864	192	30
865	192	29
866	193	29
867	193	29
868	193	29
869	193	28
870	193	28
871	193	28
872	194	28
873	194	28
874	194	27
875	194	27
876	194	27
877	195	27
878	195	26
879	195	26
880	195	26
881	195	26
882	195	25
883	196	25
884	196	25
885	196	25
886	196	25
887	196	24
888	196	24
889	197	24
890	197	24
891	197	23
892	197	23
893	197	23
894	198	23
895	198	22
896	198	22
897	198	22
898	198	22
899	198	22
900	199	21
901	199	21
902	199	21
903	199	21
904	199	20
905	199	20
906	200	20
907	200	20
908	200	20
909	200	19
910	200	19
911	200	19
912	201	19
913	201	18
914	201	18
915	201	18
916	201	18
917	202	18
918	202	17
919	202	17
920	202	17
921	202	17
922	202	16
923	203	16
924	203	16
925	203	16
926	203	16
927	203	15
928	203	15
929	204	15
930	204	15
931	204	14
932	204	14
933	204	14
934	204	14
935	205	14
936	205	13
937	205	13
938	205	13
939	205	13
940	205	12
941	206	12
942	206	12
943	206	12
944	206	12
945	206	11
946	206	11
947	207	11
948	207	11
949	207	10
950	207	10
951	207	10
952	208	10
953	208	10
954	208	9
955	208	9
956	208	9
957	209	9
958	209	8
959	209	8
960	209	8
961	209	8
962	209	8
963	210	7
964	210	7
965	210	7
966	210	7
967	210	6
968	210	6
969	211	6
970	211	6
971	211	6
972	211	5
973	211	5
974	211	5
975	212	5
976	212	4
977	212	4
978	212	4
979	212	4
980	213	4
981	213	3
982	213	3
983	213	3
984	213	3
985	214	3
986	214	2
987	214	2
988	214	2
989	214	2
990	215	1
991	215	1
992	215	1
993	215	1
994	215	1
995	215	0
996	216	0
997	216	0
998	216	0
999	216	0
