iter	MultiClass
0	1.014450546
1	0.9424962426
2	0.8790301344
3	0.8213930734
4	0.7787523987
5	0.7279855753
6	0.6912572123
7	0.6583879283
8	0.6234511145
9	0.5947136237
10	0.5642618633
11	0.5369459617
12	0.5121796335
13	0.4842852186
14	0.4637428838
15	0.4430565245
16	0.424910594
17	0.4093679745
18	0.3927312009
19	0.3775089535
20	0.3626541629
21	0.3527045422
22	0.3421973974
23	0.3311294481
24	0.3194751214
25	0.310749501
26	0.2993516146
27	0.2895477653
28	0.2796954782
29	0.2714518765
30	0.2608802703
31	0.2536044512
32	0.2451855306
33	0.2391014346
34	0.2316281237
35	0.2258913868
36	0.2209424227
37	0.2143642924
38	0.209947574
39	0.2044738179
40	0.2004730792
41	0.1955927241
42	0.1905309944
43	0.1857510215
44	0.181408057
45	0.178065891
46	0.1739548971
47	0.1702102534
48	0.1676878383
49	0.1639098018
50	0.1601189314
51	0.157216415
52	0.1543431285
53	0.152540041
54	0.1493916087
55	0.1458459576
56	0.1440559744
57	0.14117644
58	0.1382724316
59	0.1364334841
60	0.1342267143
61	0.1320805375
62	0.129552042
63	0.1266437263
64	0.124643129
65	0.1226912225
66	0.120453912
67	0.1180307841
68	0.1163097111
69	0.114191134
70	0.1122488117
71	0.1101300355
72	0.1087375832
73	0.107205101
74	0.1056190455
75	0.1039900416
76	0.1026140941
77	0.1012644613
78	0.09996360566
79	0.09860385173
80	0.09734020342
81	0.09633033892
82	0.09497768137
83	0.0935951291
84	0.09251393807
85	0.09134631752
86	0.09024399133
87	0.08915515248
88	0.08815836419
89	0.08645352639
90	0.08559249967
91	0.08461712796
92	0.08373017576
93	0.08273828589
94	0.08119312761
95	0.08000888936
96	0.07911309701
97	0.07821699571
98	0.07740434365
99	0.07657617915
100	0.07563896129
101	0.07460614411
102	0.07347808404
103	0.07239418157
104	0.07148087901
105	0.07070452423
106	0.06972670624
107	0.06876735652
108	0.06793972771
109	0.06731300146
110	0.06672685795
111	0.0659100517
112	0.06519334134
113	0.06419840663
114	0.06349004467
115	0.0626172063
116	0.06191722434
117	0.0613318369
118	0.06074939172
119	0.06013093253
120	0.05951593639
121	0.05863339881
122	0.05775359897
123	0.05700262675
124	0.05653417336
125	0.05575386759
126	0.05529610845
127	0.05478614062
128	0.05417669688
129	0.05368337672
130	0.05330082465
131	0.05273099546
132	0.05233319882
133	0.05170225475
134	0.05115876216
135	0.05079658345
136	0.05023058067
137	0.04972822284
138	0.0493064918
139	0.04876451805
140	0.04827234277
141	0.04792204241
142	0.04747647031
143	0.04707935515
144	0.04667024691
145	0.0463042429
146	0.04583213806
147	0.04547018482
148	0.04502334972
149	0.04460803751
150	0.04425484463
151	0.04389537459
152	0.04355393084
153	0.04316336874
154	0.04277882514
155	0.04248541787
156	0.0421240251
157	0.04174970755
158	0.04145367568
159	0.04098066122
160	0.04064706998
161	0.04040019873
162	0.04013120978
163	0.03982103777
164	0.0394325625
165	0.03919140634
166	0.03895704913
167	0.03869269089
168	0.0383120571
169	0.03800027084
170	0.03774924852
171	0.03738491644
172	0.03717297424
173	0.03695036306
174	0.03666067141
175	0.03627373823
176	0.03597262653
177	0.03581083074
178	0.03558943928
179	0.03533719452
180	0.03501725325
181	0.03477943478
182	0.03453048146
183	0.03430782452
184	0.03409924256
185	0.03385340134
186	0.03361353916
187	0.03340548155
188	0.03319600487
189	0.03294938018
190	0.03278237173
191	0.03253564427
192	0.03235774954
193	0.03211779929
194	0.0319593016
195	0.0317738948
196	0.03157248717
197	0.03135751338
198	0.03120085616
199	0.0310211298
200	0.03084722393
201	0.03069187819
202	0.03053150709
203	0.03033489279
204	0.03018892091
205	0.02999160478
206	0.02986252684
207	0.02962127614
208	0.02952846403
209	0.02935851855
210	0.02919180377
211	0.02899942446
212	0.02883970529
213	0.02872337756
214	0.0285949404
215	0.02844288941
216	0.0283128775
217	0.02807119973
218	0.02792219229
219	0.02776360943
220	0.02764538837
221	0.02747503833
222	0.02733368085
223	0.0271857866
224	0.02706352682
225	0.02691907261
226	0.02678084193
227	0.02666452574
228	0.02654102606
229	0.02642215532
230	0.02623940515
231	0.02615128302
232	0.02595704775
233	0.0258183857
234	0.02569911319
235	0.02558210223
236	0.02543220032
237	0.02528362656
238	0.02518744733
239	0.02505666926
240	0.02493352365
241	0.02481221295
242	0.02472609131
243	0.02461528476
244	0.02450577915
245	0.02436933282
246	0.02425584707
247	0.02411229977
248	0.02401355106
249	0.02393056932
250	0.02380647657
251	0.02372063423
252	0.02362643049
253	0.02350363708
254	0.02337793773
255	0.02321992788
256	0.02308519907
257	0.02298691947
258	0.02291938204
259	0.02283239766
260	0.02271108312
261	0.02261173466
262	0.02250156842
263	0.02233704185
264	0.0222596486
265	0.02216843309
266	0.02205453747
267	0.02195091534
268	0.02184824056
269	0.02173844215
270	0.02160069416
271	0.02153289877
272	0.02139803628
273	0.02130282144
274	0.02120858905
275	0.02110459144
276	0.02101041687
277	0.02088940223
278	0.02079975768
279	0.02072100479
280	0.02062951455
281	0.02057048705
282	0.02050715447
283	0.02042868163
284	0.02035214645
285	0.02027096018
286	0.02018367017
287	0.02011118313
288	0.02004530639
289	0.01996093225
290	0.01986858001
291	0.01980514184
292	0.01974363867
293	0.01961457498
294	0.01953808314
295	0.01944483509
296	0.0193943399
297	0.01931201668
298	0.01922213321
299	0.01916085886
300	0.01909411607
301	0.01898134975
302	0.01890745963
303	0.01885149618
304	0.01879169741
305	0.01868034119
306	0.01858486975
307	0.01851977717
308	0.01844327181
309	0.01838617501
310	0.01832871279
311	0.01827245418
312	0.01821962265
313	0.01811933276
314	0.01805890798
315	0.01798349799
316	0.01789910515
317	0.01784408342
318	0.01777028247
319	0.01769934747
320	0.01763048285
321	0.01758354748
322	0.01751598261
323	0.01746613617
324	0.01741961121
325	0.01736781976
326	0.0173090509
327	0.01723007637
328	0.01716340486
329	0.0170757871
330	0.01701542971
