danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,name,artist,genre
0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,1CSaCKPIp2yCIDL3t7Fyau,537427,3,Barber: Adagio for Strings,Samuel Barber,Clasica
0.31,0.0555,7,-25.695,1,0.0395,0.994,0.906,0.121,0.566,70.515,1ENZ1YHuOp5MMFJlWBQ6V7,140040,4,"Goldberg Variations, BWV 988: Variatio 7 a 1 ovvero 2 Clav. Al tempo di Giga",Johann Sebastian Bach,Clasica
0.292,0.246,2,-14.96,1,0.0385,0.922,0.525,0.107,0.0859,109.766,4Dcm4KMuDz0l01weeSpD4J,642573,4,Prince Igor (Knyaz Igor): Act II: Polovtsian Dances - Ulyetay na kril'yahk vyetra (Fly away on the wings of the wind) (version for chorus),Alexander Borodin,Clasica
0.128,0.0386,0,-23.759,1,0.0434,0.991,0.94,0.104,0.0359,75.081,4maWRmE0OaHvF245FtrjDD,147573,4,"Requiem in D minor, K.626: 3. Sequentia: Confutatis",Wolfgang Amadeus Mozart,Clasica
0.209,0.101,0,-19.383,1,0.0403,0.927,0.9,0.0776,0.153,85.851,7HSs4srn1qnZhh7WRWBVOk,341693,4,"Prokofiev: Romeo and Juliet, Op. 64, Act 1: No. 13, Dance of the Knights (Complete Ballet)",Sergei Prokofiev,Clasica
0.398,0.373,1,-14.065,1,0.0524,0.889,0.193,0.121,0.61,106.688,1YiBEdXvyWL9rupB3Cg4IQ,538800,4,"Different Trains: America, Before the War",Steve Reich,Clasica
0.25,0.135,9,-18.615,1,0.0488,0.958,0.0349,0.0477,0.179,94.404,0xX7kREWmOGBWzYNcpZwRN,364093,4,"Violin Sonata in A Major, FWV 8: IV. Allegretto poco mosso",César Franck,Clasica
0.295,0.408,4,-16.632,0,0.0693,0.804,0.148,0.165,0.164,150.454,54CAG8n70kKVbFV6l1zF4G,237413,3,Adiemus,Karl Jenkins,Clasica
0.165,0.106,8,-21.742,1,0.039,0.807,0.782,0.105,0.0336,105.651,2nVt0n0aSj3AwZjakMvDHX,592040,3,Khachaturian: Spartacus Suite No. 2: I. Adagio of Spartacus and Phrygia,Aram Khachaturian,Clasica
0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,4wudbbceOZKjRlhTtbHvAs,636000,3,Spiegel im Spiegel - Version for Violin and Piano,Arvo Pärt,Clasica
0.701,0.341,1,-12.26,0,0.0418,0.499,0.903,0.359,0.163,105.513,5xbuJuQsTVheVZvX2AJVIv,151507,3,"Recomposed By Max Richter: Vivaldi, The Four Seasons: Spring 1",Max Richter,Clasica
0.115,0.0422,8,-24.137,1,0.0404,0.966,0.919,0.0896,0.037,87.855,4QfYHdV8hMoyS9qKUct98q,455467,3,"Elégie in C Minor, Op. 24 (Arr. Parkin)",Gabriel Fauré,Clasica
0.299,0.00626,9,-30.923,1,0.0478,0.994,0.901,0.0823,0.0634,69.043,1Oo7XEqkrwifJn17aA0ocF,378733,4,"Sechs Klavierstücke, Op. 118: II. Intermezzo in A Major",Johannes Brahms,Clasica
0.341,0.0142,2,-28.293,1,0.0388,0.993,0.921,0.113,0.0384,76.382,3GecLjGMqzjmgkvy2v41Wf,357747,1,"Ständchen in D Minor (After Schubert), S. 560",Franz Liszt,Clasica
0.191,0.0363,3,-25.31,1,0.0409,0.991,0.924,0.141,0.0372,69.754,5Zf5prtvv7KRQ1J6kNn4C6,330293,4,"Serenade in B-Flat Major, K. 361 ""Gran Partita"": 3. Adagio",Wolfgang Amadeus Mozart,Clasica
0.322,0.14,4,-20.747,1,0.0489,0.906,0.759,0.125,0.285,92.122,4dGkPPLnIdVgogqpyaAjbc,425000,4,Il barbiere di Siviglia: Overture (Sinfonia),Gioachino Rossini,Clasica
0.436,0.151,11,-20.745,0,0.0603,0.955,0.793,0.11,0.359,103.777,3VQ7hwiEfaHDl3AySgyaiR,153267,4,"Peer Gynt, Op. 23: Act II, 7, In the Hall of the Mountain King",Edvard Grieg,Clasica
0.465,0.128,9,-17.628,0,0.0519,0.978,0.271,0.0423,0.428,111.471,6cC6h5E351deEGFd7Kh9uy,268853,4,"Paganini: 24 Caprices, Op. 1: No. 24 in A Minor (Tema con variazioni. Quasi presto)",Niccolò Paganini,Clasica
0.37,0.0076,4,-33.663,1,0.0384,0.995,0.91,0.0864,0.278,62.668,3NbAsIxDL0fVgNuCLD152P,176518,4,"Dolly, Op.56: 1. Berceuse",Gabriel Fauré,Clasica
0.144,0.132,10,-19.115,1,0.0333,0.946,0.779,0.115,0.0627,102.283,2TZbQZXOuR8osP2AK8yYMN,207427,3,Theme From Jurassic Park,John Williams,Clasica
0.458,0.11,9,-22.234,0,0.0309,0.977,0.903,0.359,0.481,83.43,4fDodwdZ1LBDL2I2WCnUMY,84267,4,"Tsar Saltan, Op. 57: Flight of the Bumblebee",André Previn,Clasica
0.224,0.0291,7,-26.167,1,0.0455,0.959,0.845,0.106,0.0538,121.131,2ceu417OdiSxzR3K7B1n2M,1215573,4,"Symphonic Variations on an African Air, Op.63",Samuel Coleridge-Taylor,Clasica
0.101,0.0241,11,-30.172,0,0.0485,0.947,0.847,0.0693,0.0329,87.14,1MiWGSGDC5mGoP3MNclZ7s,208587,3,The Rite of Spring: Part One: Adoration of the Earth: Introduction,Igor Stravinsky,Clasica
0.223,0.227,0,-17.695,1,0.0343,0.871,0.891,0.063,0.127,103.618,0XSRBlP49MgzBCYtGK2NYE,469053,4,"Symphony No. 3 in C Minor, Op. 78 ""Organ Symphony"": 2b. Maestoso - Più allegro - Molto allegro",Camille Saint-Saëns,Clasica
0.352,0.235,2,-16.235,1,0.0398,0.894,0.675,0.396,0.329,109.16,72jIJDADnBLJKXV2yxv5N0,626240,1,"String Sextet in D Minor, Op. 70, ""Souvenir de Florence"": I. Allegro con spirito",Pyotr Ilyich Tchaikovsky,Clasica
0.296,0.00896,7,-31.948,0,0.0394,0.994,0.91,0.0815,0.0673,69.44,43bSKCMWHIuBsUVmQcDX1J,257000,3,"Rêverie, L. 68: Rêverie",Claude Debussy,Clasica
0.142,0.113,2,-25.362,0,0.0415,0.859,0.838,0.107,0.0697,98.575,42gZM6AQ9BDMaTyTmMDVlN,255693,1,Theme From Schindler's List,John Williams,Clasica
0.48,0.163,5,-19.117,0,0.0645,0.81,0.754,0.093,0.212,158.366,64ZxBE1ZgK4C0lGljXzDcG,204147,4,"The Four Seasons - Violin Concerto in F Minor, Op. 8 No. 4, RV 297 ""Winter"": I. Allegro non molto",Antonio Vivaldi,Clasica
0.218,0.117,0,-18.585,1,0.0489,0.94,0.861,0.15,0.0599,77.009,0w4LgJ5G1Xz5jLS3HX8oyq,1050893,4,Young Person's Guide To The Orchestra,Benjamin Britten,Clasica
0.377,0.173,9,-21.377,1,0.0329,0.991,0.909,0.103,0.558,132.187,5i7bLnNE0R3m1MNUY7UsqT,500500,4,"Sonata for 2 pianos in D, K.448: 1. Allegro con spirito",Wolfgang Amadeus Mozart,Clasica
0.116,0.0694,0,-23.624,1,0.0497,0.969,0.644,0.109,0.0377,169.789,6VDHdry8ytOL2WWbePDxSD,195333,4,"The Gadfly Suite, Op. 97a: VIII. Romance",Dmitri Shostakovich,Clasica
0.193,0.0839,8,-22.849,1,0.0406,0.971,0.822,0.118,0.0569,85.556,6kg7bfwsTKzRqnBGGv4VqR,580253,4,"Piano Concerto in C-Sharp Minor, FP 146: I. Allegretto commodo - Live",Francis Poulenc,Clasica
0.241,0.122,7,-22.411,1,0.0497,0.925,0.66,0.126,0.187,66.325,7uf3aFC1msj0t5cYImgOWy,209373,4,"Serenade for Strings in C major, Op. 48: II. Walzer: Moderato, tempo di valse",Pyotr Ilyich Tchaikovsky,Clasica
0.164,0.0194,3,-34.126,1,0.0434,0.938,0.859,0.0939,0.0581,101.708,0oIQl9tFpCiKBRavEIIGzo,233400,3,"Pelléas et Mélisande, Op. 80: 4. Sicilienne",Gabriel Fauré,Clasica
0.436,0.00518,7,-36.593,1,0.067,0.995,0.932,0.0788,0.275,135.286,1aTpzY2ggWHhPi8p2f56u1,224133,5,"Goldberg Variations, BWV 988: Aria da capo - 1981 Version",Johann Sebastian Bach,Clasica
0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,5DFUsGW4Cmltv8Spd0u1aV,371747,3,On The Nature Of Daylight,Max Richter,Clasica
0.12,0.138,10,-15.538,1,0.048,0.994,0.686,0.11,0.043,67.894,4GnVpbnWjHFrpXjAcPHvqM,256573,4,"Ave Maria, D. 839",Franz Schubert,Clasica
0.156,0.0978,5,-16.326,1,0.0371,0.976,0.893,0.0854,0.0638,179.447,7vJhOBgOkXyEJvw1vsU6HB,703720,3,"Symphony No.3 in F, Op.90: 1. Allegro con brio - Un poco sostenuto - Tempo I",Johannes Brahms,Clasica
0.177,0.127,8,-19.167,1,0.0394,0.903,0.901,0.114,0.0612,149.698,6HknRM996YMa7VSBFYlnPJ,485667,4,Sibelius : Finlandia Op.26,Jean Sibelius,Clasica
0.367,0.316,9,-14.49,0,0.0429,0.927,0.779,0.113,0.242,149.089,0mcgXc8P5GyGtP9aY7zir6,273562,4,Piazzolla: Libertango,Alison Balsom,Clasica
0.356,0.152,4,-20.155,1,0.0406,0.981,0.903,0.0807,0.04,132.413,1dFVnX4mJTnWubAPE8S3OR,662600,4,"Mephisto Waltz No. 1, S. 514",Franz Liszt,Clasica
0.339,0.0588,10,-17.647,0,0.0373,0.984,0.862,0.12,0.198,105.916,5bVlEvO3SadcOyh6rnWW4P,277148,4,Merry Christmas Mr. Lawrence (Arr. Metcalfe),Jess Gillam,Clasica
0.359,0.046,6,-18.725,0,0.0407,0.901,0.118,0.277,0.263,127.653,5d6FOGCa0EDqCJSpccEh8s,152160,4,"Hungarian Dance No.5 in G Minor, WoO 1, No.5",Johannes Brahms,Clasica
0.166,0.0363,11,-26.822,1,0.0381,0.978,0.922,0.0882,0.039,84.467,76wXMaJVSr0nSsKsSdwAiu,473787,4,"Piano Concerto No. 5 in E-Flat Major, Op. 73 ""Emperor"": 2. Adagio un poco mosso - Live at Konzerthaus Berlin / 2018",Ludwig van Beethoven,Clasica
0.144,0.0868,8,-23.338,1,0.0387,0.891,0.904,0.177,0.0737,94.463,7xGcLLeK1de0I71lH28DeM,482000,3,"Symphony No.5 in E flat, Op.82: 3. Allegro molto",Jean Sibelius,Clasica
0.0754,0.0102,4,-35.69,1,0.0464,0.901,0.106,0.0817,0.0331,81.324,5CfxpBCYwfB17MMgARumHl,462162,4,Pini di Roma (The Pines of Rome): III. I pini del Gianiclo,Ottorino Respighi,Clasica
0.463,0.162,7,-24.484,0,0.045,0.963,0.825,0.0943,0.374,125.514,7dchPojQcmY6eMBFJAo64i,359667,4,"Cello Concerto No.1, Op.107: 1. Allegretto",Dmitri Shostakovich,Clasica
0.244,0.0325,8,-23.379,1,0.0457,0.992,0.879,0.108,0.0406,74.079,5U7T2widXE5MqoQ6dmi3O9,237960,3,"Schumann: Widmung, Op. 25 No. 1 (Arr. Liszt, S. 566a)",Robert Schumann,Clasica
0.253,0.177,7,-19.525,1,0.0346,0.894,0.573,0.668,0.242,89.052,3QN7ups1LvVMASAe94yEEx,204093,4,Pictures At An Exhibition: The Hut On Fowl's Legs (Baba-Yaga),Modest Mussorgsky,Clasica
0.413,0.135,2,-23.277,1,0.0436,0.994,0.902,0.0823,0.0715,145.802,68Faz6Nc9UnWuOz1oC2DEv,372347,3,"Ravel: Miroirs, M. 43: IV. Alborada del gracioso",Maurice Ravel,Clasica
0.156,0.162,2,-17.101,0,0.036,0.897,0.691,0.111,0.077,73.407,1n8NKQRg8LVHy7oUhUgbFF,309093,4,Hedwig's Theme,John Williams,Clasica
0.339,0.0937,2,-20.267,1,0.0394,0.931,0.293,0.252,0.458,123.048,0qFZYO72iBOhW7X6KbL44Q,167640,3,Carmina Burana: I. O Fortuna,Carl Orff,Clasica
0.0716,0.0408,7,-28.284,1,0.0399,0.851,0.901,0.0844,0.0377,77.047,2dEbRirkEtImY7HdYxrgRS,349760,4,"Delius: 2 Pieces for Small Orchestra: No. 1, On Hearing the First Cuckoo in Spring",Frederick Delius,Clasica
0.24,0.0648,4,-25.208,0,0.0426,0.935,0.0272,0.258,0.0771,95.286,58Q96yWnuBqlKEGd2vGyAg,423107,3,"St. Matthew Passion, BWV 244 / Part Two: ""Erbarme dich""",Johann Sebastian Bach,Clasica
0.186,0.124,1,-15.271,1,0.0434,0.978,0.865,0.111,0.248,77.903,6vS8JCT9WqTFeAuu8smjRF,183267,4,Appalachian Spring: VII. Doppio movimento,Aaron Copland,Clasica
0.161,0.0144,6,-30.883,1,0.0365,0.986,0.117,0.0836,0.0336,82.646,2sTUcyPMXztxu2Y1DuxDZx,197400,4,Now Sleeps The Crimson Petal (Four Madrigals On Rose Texts): Now Sleeps The Crimson Petal,Paul Mealor,Clasica
0.203,0.112,11,-18.029,0,0.0418,0.936,0.935,0.126,0.0374,72.483,6zcP5A5Xv6bvCUpwXrswKa,106960,4,Nascence,Austin Wintory,Clasica
0.154,0.00261,1,-36.267,1,0.0419,0.89,0.763,0.125,0.0366,83.549,3jLcwFns5S9OYQojN8XAkJ,775307,4,"Symphony No. 9 in E Minor, Op. 95 ""From the New World"": II. Largo - Live",Antonín Dvořák,Clasica
0.364,0.0592,2,-21.757,1,0.057,0.978,0.0,0.0823,0.185,123.789,3pzBD8BVdrv7VJ7glRYshl,275467,4,"Carmen, Act I: No.5 Habanera : L'amour est un oiseau rebelle (Carmen/Cigarières/Jeunes gens/Dragons)",Georges Bizet,Clasica
0.169,0.0974,3,-21.414,1,0.042,0.864,0.632,0.087,0.0524,170.379,3uLsZpdHrJsR9AjrrxMI66,473893,5,"Violin Concerto No.1 in G minor, Op.26: 1. Vorspiel (Allegro moderato)",Max Bruch,Clasica
0.641,0.14,8,-16.79,1,0.039,0.867,0.00166,0.105,0.388,129.318,4xGFcQEIjtmbPD6Jsxq14M,317987,4,The Girl From Ipanema,Stan Getz,Jazz
0.496,0.634,5,-10.328,0,0.0364,0.779,0.402,0.0746,0.606,93.357,2iUrcZcAuVIahQD0dg9HLe,423573,4,Autumn Leaves,Chet Baker,Jazz
0.454,0.26,8,-13.193,0,0.0401,0.539,0.00078,0.0675,0.598,174.322,1YQWosTIljIvxAgHWTp7KP,324133,5,Take Five,The Dave Brubeck Quartet,Jazz
0.476,0.251,9,-13.854,0,0.0278,0.769,0.774,0.0637,0.37,98.833,6f7r5i4xVwePkHDHwwMK75,354973,4,A Day In The Life,Wes Montgomery,Jazz
0.515,0.583,0,-8.182,0,0.0284,0.749,0.000294,0.123,0.414,116.11,0sCeNwt8xRCMR4NhKpMyBe,333947,4,Cantaloupe Island - Remastered 1999 / Rudy Van Gelder Edition,Herbie Hancock,Jazz
0.483,0.186,7,-21.824,0,0.0409,0.939,0.873,0.115,0.498,150.87,0cNc2tivyPqzgp13BSM7St,321952,4,Cloe,Joe Pass,Jazz
0.421,0.0161,2,-25.358,0,0.0374,0.81,0.0021,0.0978,0.16,110.926,0aWMVrwxPNYkKmFthzmpRi,337733,4,Blue in Green,Miles Davis,Jazz
0.517,0.273,10,-17.279,0,0.0627,0.866,0.774,0.979,0.321,63.423,1GZD0TZJHmdQaZsucHBmWT,354573,4,Besame Mucho,Dave Brubeck,Jazz
0.506,0.493,8,-7.759,1,0.0427,0.798,0.00355,0.307,0.584,134.77,6ZgaUtMlUzUf7SqbUUnfbu,644013,4,Blue Train - Remastered 2003,John Coltrane,Jazz
0.597,0.128,9,-16.656,0,0.0491,0.959,0.000704,0.123,0.34,128.393,0xcJPMoBe9FenntXbfyx97,254400,4,Corcovado (Quiet Nights Of Quiet Stars),Stan Getz,Jazz
0.597,0.263,7,-21.112,0,0.0284,0.959,0.9,0.134,0.262,94.44,0Pq0mOdgFXTezl6mMt8a39,255533,4,San Juan Sunset,Deodato,Jazz
0.641,0.645,10,-11.351,1,0.0355,0.16,0.0444,0.0889,0.963,95.06,5rWLLUMytrhz5KJwNjEn5q,145467,4,Soulful Strut,Horst Jankowski and his Studio Orchestra,Jazz
0.503,0.344,1,-19.024,1,0.0369,0.673,0.381,0.096,0.468,108.489,0m8tSPLHhjhGToD6LW0RPp,191933,4,Windows,Chick Corea,Jazz
0.612,0.493,5,-8.589,0,0.0467,0.804,0.266,0.202,0.484,126.358,4Vkk3iD1VrENHJEACNddvt,570720,4,Moanin',Art Blakey,Jazz
0.356,0.0937,8,-16.64,0,0.0353,0.957,0.096,0.209,0.278,86.669,3PJMsxg6rz9FOo6xNiASXz,342373,3,Goodbye Pork Pie Hat,Charles Mingus,Jazz
0.517,0.151,0,-17.266,1,0.0373,0.705,0.00136,0.116,0.21,136.356,4vLYewWIvqHfKtJDk8c8tq,562640,4,So What,Miles Davis,Jazz
0.516,0.268,5,-15.992,0,0.0548,0.765,0.834,0.0891,0.833,81.773,4cf8WFHrmO1WNWeFrqsnTq,479800,4,Blue Bossa,Joe Henderson,Jazz
0.277,0.242,4,-18.442,1,0.0342,0.694,0.464,0.113,0.285,175.384,2JOEPbuwVf0nafGnMSVEhH,824133,3,My Favorite Things,John Coltrane,Jazz
0.522,0.379,4,-14.096,0,0.0286,0.635,0.925,0.114,0.454,133.698,7yzM0pEseQUpb6BMViOPEA,251600,3,Love Theme From Spartacus - Remastered,Yusef Lateef,Jazz
0.653,0.368,10,-11.567,0,0.0439,0.875,0.00305,0.0972,0.249,117.161,4w7EnqiLksvE6rcuR8F8bn,524093,4,Django - Rudy Van Gelder Edition / Remastered 1999,Grant Green,Jazz
0.478,0.0294,0,-25.319,1,0.0453,0.993,0.948,0.105,0.148,124.308,1cpANF6zMBoFoxkoIjZHjv,324200,3,Skating In Central Park,Bill Evans,Jazz
0.203,0.0186,9,-24.277,0,0.0408,0.985,0.377,0.0728,0.0481,76.591,5F8rPLt2c52p0SK7kiH26b,415000,4,Crystal Silence,Chick Corea,Jazz
0.356,0.324,7,-8.699,0,0.0289,0.704,0.0025,0.204,0.438,88.861,09g9OlH3RDjbffMAnvBPgw,166133,4,Summertime,Charlie Parker,Jazz
0.457,0.548,5,-12.486,0,0.0551,0.111,0.00016,0.103,0.76,88.8,16nJl8NnriCJxraco5Zssm,440840,4,Better Git It in Your Soul,Charles Mingus,Jazz
0.553,0.546,9,-7.459,0,0.0341,0.442,0.000514,0.167,0.7,118.215,1xicvSO4CJ2ymqYgpk7DFh,342067,4,Milestones,Miles Davis,Jazz
0.53,0.143,8,-17.471,1,0.0423,0.958,0.497,0.278,0.119,125.464,0ivpUENLpheuPoa6VuY1ax,442227,4,Strange Meadow Lark,The Dave Brubeck Quartet,Jazz
0.477,0.733,8,-8.301,1,0.0682,0.732,0.0756,0.153,0.385,120.42,5z8eOnPiOC22EYpniAX3Qg,368253,3,Blue World,John Coltrane,Jazz
0.652,0.356,5,-13.733,0,0.0419,0.546,0.000103,0.132,0.56,148.822,2kF9Ijd7I2Kk2P4bYqUmzG,242347,4,Midnight Blue - Remastered,Kenny Burrell,Jazz
0.334,0.806,1,-8.993,1,0.132,0.258,0.0,0.112,0.395,127.759,60HyLH6b6ClXi7jnT4XTZq,669267,1,Free For All - 2004 Remaster/Rudy Van Gelder Edition,Art Blakey & The Jazz Messengers,Jazz
0.742,0.671,5,-8.142,0,0.0407,0.794,0.00441,0.122,0.591,127.359,1CDBaGlisZlOJzvx88lL8A,438280,4,Song For My Father,Horace Silver,Jazz
0.456,0.205,11,-19.74,0,0.0452,0.952,0.889,0.101,0.31,111.5,6linlPbVWEecMEMfNcul1e,377707,4,Senor Mouse,Gary Burton,Jazz
0.42,0.0802,7,-21.795,1,0.04,0.905,0.857,0.135,0.0541,122.041,4G3EKvGtqcUSZqPQIWJFxd,257693,3,Gary's Theme - 2003 Remastered Version,Bill Evans,Jazz
0.441,0.321,10,-19.455,1,0.0324,0.856,0.854,0.236,0.594,89.776,7z4EbJbnbvWcP9Bg15fpgC,321157,4,Triste,Oscar Peterson Trio,Jazz
0.629,0.283,0,-17.384,0,0.0436,0.816,0.000437,0.192,0.862,104.739,0iEtT7O43pat2fu6jdaCKl,237447,4,Sunday,Ben Webster,Jazz
0.444,0.339,3,-16.936,1,0.0418,0.66,0.103,0.163,0.656,142.112,2C3rh8eX5vltOmwrz9I78n,456360,4,Blue Monk - Rudy Van Gelder Remaster,Thelonious Monk Trio,Jazz
0.303,0.0141,10,-19.759,0,0.0418,0.948,0.0944,0.0792,0.157,171.439,1hVRTl4yhWmGW7ImZoO22e,258266,3,Naima,John Coltrane,Jazz
0.803,0.335,8,-13.331,1,0.0451,0.579,0.0128,0.0849,0.786,132.682,18A1V1vsy5YgHFqb4galTw,330440,4,Chitlins Con Carne,Kenny Burrell,Jazz
0.336,0.0619,5,-20.494,0,0.0363,0.985,0.891,0.11,0.197,60.705,3GOZbK2epuHzCt5YvvVFHO,190400,4,Alone Together - Rudy Van Gelder Remaster,Kenny Dorham,Jazz
0.495,0.182,10,-11.116,0,0.0467,0.79,0.000368,0.129,0.203,112.89,5vb7At47uO0yPGfmYnAHuw,355333,4,'Round Midnight,Miles Davis,Jazz
0.594,0.115,8,-14.916,1,0.044,0.99,0.853,0.107,0.456,126.902,1Lh7U5c3EvLBb6lSgHVFlR,170626,4,All the Things You Are,Charlie Parker,Jazz
0.473,0.67,8,-7.756,1,0.0353,0.446,3.15e-06,0.0957,0.808,152.484,1dZHIbmuBDAwXfQOM4dyM3,625293,4,The Sidewinder - Remastered 1999/Rudy Van Gelder Edition,Lee Morgan,Jazz
0.539,0.403,8,-9.168,1,0.0531,0.794,0.000613,0.278,0.699,165.301,2BhU0Hl5OatWiCW93pE2b8,342333,4,Remember - Remastered,Hank Mobley,Jazz
0.398,0.527,4,-16.591,0,0.0297,0.713,0.934,0.119,0.353,118.504,6eimz6jvlZaPwtflDWCTa0,301867,4,Tell Me a Bedtime Story,Herbie Hancock,Jazz
0.528,0.583,7,-8.776,0,0.0643,0.592,0.0,0.305,0.671,96.284,5KQ6uddno2Hht84gJDHsPF,495373,4,A Night In Tunisia - Remastered,Dexter Gordon,Jazz
0.464,0.305,3,-12.435,0,0.0316,0.936,0.0846,0.208,0.282,108.229,0E8q2Fx2XuzXCO2NSAppkR,255227,4,In A Sentimental Mood,Duke Ellington,Jazz
0.465,0.35,3,-12.977,1,0.0403,0.41,0.279,0.135,0.62,93.336,6YYu8qFzcY1ZyzzsJIQM12,688133,4,"Straight, No Chaser",Thelonious Monk,Jazz
0.412,0.195,8,-10.288,1,0.0331,0.9,0.709,0.106,0.0778,133.918,1czzmAtPTw287TyMQEfCfg,372493,4,Ruby My Dear,Roy Hargrove,Jazz
0.519,0.379,9,-14.368,1,0.0353,0.407,0.288,0.161,0.598,139.749,2JdllRPH6a8NCpt2bpxpns,729760,4,Red Clay,Freddie Hubbard,Jazz
0.435,0.499,9,-8.576,0,0.0317,0.768,0.107,0.131,0.683,121.924,74HwaWwtVa2buG8OIHZkgs,352293,4,I'll Remember April - Instrumental,Chet Baker,Jazz
0.395,0.121,9,-23.427,1,0.0327,0.935,0.397,0.697,0.139,114.521,6yKkA8HzwWTZ5taIMaG4Nm,297320,4,My Foolish Heart,Bill Evans Trio,Jazz
0.485,0.144,10,-12.824,1,0.0362,0.912,0.000114,0.0965,0.246,86.143,4zxd4tiXPlWMqoJltbVTbE,284560,4,Stella By Starlight,Miles Davis,Jazz
0.575,0.187,0,-13.081,0,0.0513,0.927,0.876,0.166,0.342,107.469,4ow1XH4hwe3yOGXG2eTTTY,525613,4,Stolen Moments,Oliver Nelson,Jazz
0.34,0.0837,3,-12.072,1,0.042,0.985,0.761,0.0945,0.119,138.689,0IffIW3eyCx9aZ36IqOu5o,414240,3,Infant Eyes - Remastered1998/Rudy Van Gelder Edition,Wayne Shorter,Jazz
0.394,0.23,3,-10.475,1,0.0348,0.931,0.497,0.0662,0.358,78.319,5p95DUZplmVxY0XCQ3hxUV,477760,4,I'm Old Fashioned - Remastered 2003/Rudy Van Gelder Edition,John Coltrane,Jazz
0.685,0.472,9,-9.691,0,0.0298,0.785,0.284,0.224,0.475,80.487,6MN6yRVriszuyAVlyF8ndB,205720,4,Coffee Cold,Galt MacDermot,Jazz
0.611,0.405,7,-10.607,1,0.0819,0.461,0.596,0.06,0.543,110.744,5kMhXgQGUDIf84aXoNjYj7,235827,4,St. Thomas,Sonny Rollins,Jazz
0.406,0.208,1,-13.767,0,0.0413,0.962,0.929,0.181,0.291,102.778,4WU6x0MauVlAkpV6aTX4FM,368107,4,Mirrors - Remastered 2004,Freddie Hubbard,Jazz
0.467,0.459,0,-9.706,0,0.0305,0.719,0.00312,0.0944,0.178,124.379,0T1EaGm6b9eM7xBf4F1hlc,477093,4,Maiden Voyage - Remastered 1999/Rudy Van Gelder Edition,Herbie Hancock,Jazz
0.524,0.222,3,-8.967,1,0.0346,0.907,0.00124,0.0544,0.325,120.71,58ylMBq2yqYdHyevarkNWa,322000,4,I Guess I'll Hang My Tears Out To Dry - Rudy Van Gelder Edition/Remastered 1999,Dexter Gordon,Jazz
0.611,0.291,2,-18.392,1,0.0647,0.765,0.000133,0.0571,0.534,83.443,2EW1mFJaikQh0vxOoB7uGp,283740,4,Quick Trick,Art Blakey & The Jazz Messengers,Jazz
0.368,0.14,0,-15.005,0,0.045,0.901,0.874,0.0688,0.172,61.758,5LaTsDrhrpXwLniidLpnF7,428973,4,I Remember Clifford,Lee Morgan,Jazz
0.515,0.339,7,-16.457,0,0.0283,0.823,0.317,0.109,0.519,135.694,2jz7vSAguRJmBHEA4I6C4N,451733,3,Footprints,Wayne Shorter,Jazz
0.466,0.0718,0,-17.999,1,0.0375,0.984,0.000931,0.107,0.196,121.769,1HEGcv63IZ7TPncpVKdVdN,294307,4,My One And Only Love,John Coltrane,Jazz
0.5,0.284,0,-15.59,1,0.0404,0.272,0.0432,0.12,0.576,93.724,4p4XgwnZJCYOWSvz8ruiOY,332640,4,"Take the ""A"" Train",Duke Ellington,Jazz
0.541,0.607,0,-8.435,1,0.0438,0.727,0.442,0.0997,0.754,104.96,0zQE77yszbyv61M4NboU2u,406267,4,St. Thomas,Sonny Rollins,Jazz
0.308,0.114,5,-20.291,1,0.0399,0.912,0.919,0.169,0.163,79.261,1cfMdMmJqBlLn4auevv0iB,439120,4,The Things We Did Last Summer,Freddie Hubbard,Jazz
0.643,0.0767,1,-23.102,1,0.0416,0.962,0.902,0.116,0.377,112.062,2bdFcnubC701djDrY5YUDE,371981,4,Along Came Betty,Art Blakey,Jazz
0.465,0.263,9,-18.128,1,0.0287,0.877,0.28,0.0984,0.127,112.668,76XN6m7RzGYwnzngUGD6Tt,357423,4,Soledad de Murcia,Michael Naura Quartet,Jazz
0.425,0.0429,1,-24.86,1,0.0408,0.951,0.0184,0.148,0.255,96.097,4bRNH9mxHDszZGskpBFhPq,419627,4,A Nightingale Sang In Berkeley Square,Stan Getz,Jazz
0.573,0.247,5,-19.282,0,0.0627,0.713,5.64e-05,0.103,0.604,138.234,3iFlfQ0CXc9URaAvai8VUe,400447,4,Hipsippy Blues,Art Blakey & The Jazz Messengers,Jazz
0.62,0.881,1,-5.851,0,0.0372,0.0585,0.714,0.311,0.415,126.035,0JhKJg5ejeQ8jq89UQtnw8,199904,4,Levels - Radio Edit,Avicii,Electronica
0.747,0.728,10,-6.683,0,0.0785,0.0173,8.59e-05,0.0813,0.471,126.019,2M37iQ4sao74y4ISOGPthr,169568,4,Silence (feat. Trove),Julian Calor,Electronica
0.88,0.821,5,-2.545,0,0.118,0.0197,0.661,0.234,0.575,127.907,6r7FXNO57mlZCBY6PXcZZT,326888,4,Five Hours,Deorro,Electronica
