danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,name,artist,genre
0.601,0.532,10,-9.119,1,0.0286,0.432,6.25e-06,0.0925,0.341,136.571,3gdewACMIVMEWVbyb8O9sY,281613,4,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,Rock
0.806,0.462,2,-12.778,1,0.0298,0.78,0.0134,0.15,0.736,92.726,1JkZg3eMQTmTn93E8Yd3UL,191227,4,I Want You to Want Me,Cheap Trick,Rock
0.483,0.615,2,-8.538,1,0.0497,0.452,0.000414,0.0512,0.594,80.576,6Vjk8MNXpQpi0F4BefdTyq,517125,3,Kashmir - Remaster,Led Zeppelin,Rock
0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,5MxNLUsfh7uzROypsoO5qe,266960,4,Dream On,Aerosmith,Rock
0.574,0.913,6,-4.793,0,0.133,0.061,0.00158,0.156,0.423,115.728,2zYzyRzz6pRmhPzyfMEC8s,208400,4,Highway to Hell,AC/DC,Rock
0.591,0.804,0,-7.299,1,0.0454,0.327,5.98e-06,0.0818,0.658,111.457,5LNiqEqpDc8TuqPy79kDBu,329413,4,Edge of Seventeen - 2016 Remaster,Stevie Nicks,Rock
0.611,0.883,9,-11.225,1,0.0539,0.0846,1.2e-06,0.192,0.604,117.928,2HXixVqzzm9rEUIMAWzshl,246800,4,I Hate Myself for Loving You,Joan Jett & The Blackhearts,Rock
0.414,0.404,0,-9.928,0,0.0499,0.271,0.0,0.3,0.224,71.105,1AhDOtG9vPSOmsWgNW0BEY,354320,4,Bohemian Rhapsody - Remastered 2011,Queen,Rock
0.55,0.576,0,-13.475,1,0.0306,0.178,0.00935,0.0555,0.486,109.837,5X76oXHcR5uCXali0gOyX5,303200,4,White Room,Cream,Rock
0.636,0.746,0,-3.785,1,0.0393,0.0648,0.29,0.173,0.432,132.31,5e6x5YRnMJIKvYpZxLqdpH,138053,4,Fortunate Son,Creedence Clearwater Revival,Rock
0.404,0.903,1,-3.88,1,0.0668,0.577,0.297,0.287,0.498,115.672,3k9i7UzeSUYWIfUZFeFDUd,423840,4,Layla - 40th Anniversary Version / 2010 Remastered,Derek & The Dominos,Rock
0.531,0.481,4,-11.709,0,0.06,0.699,0.0,0.0842,0.491,138.45,1fDsrQ23eTAVFElUMaf38X,516893,4,American Pie,Don McLean,Rock
0.509,0.827,0,-7.715,1,0.079,0.0409,0.0,0.12,0.743,135.601,1lqMLr9Wj7SM2F9AikGcxN,512733,4,Hurricane,Bob Dylan,Rock
0.426,0.619,4,-11.501,0,0.0722,8.44e-05,0.00239,0.17,0.382,162.721,1Ly0ssAgeM7YqdHptao8Oe,168440,4,Paranoid,Black Sabbath,Rock
0.632,0.586,0,-11.333,1,0.0284,0.0983,0.581,0.0535,0.89,114.243,5SAUIWdZ04OxYfJFDchC7S,342173,4,Smoke on the Water,Deep Purple,Rock
0.729,0.818,2,-9.992,1,0.0732,0.157,0.285,0.195,0.907,125.811,6FsQrRpBLgsrFeAeiQqytm,267000,4,Bang a Gong (Get It On) - Remastered Version,T. Rex,Rock
0.586,0.7,0,-9.558,1,0.0363,0.0589,0.00125,0.0318,0.897,147.245,1HOMkjp0nHMaTnfAkslCQj,295400,4,My Sharona,The Knack,Rock
0.452,0.818,2,-8.124,1,0.0439,0.135,2.72e-05,0.052,0.755,124.474,5qBqBdfTEIWJwAS0Jm2F5R,229360,4,Turn! Turn! Turn! (To Everything There Is a Season),The Byrds,Rock
0.671,0.405,0,-10.052,1,0.0392,0.385,0.0,0.132,0.828,99.678,7LbfuQVct78YoghmoPtsQ8,265067,4,Casey Jones - 2013 Remaster,Grateful Dead,Rock
0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,78lgmZwycJ3nzsdgmPPGNx,146250,4,Immigrant Song - Remaster,Led Zeppelin,Rock
0.668,0.906,11,-4.881,0,0.17,0.214,0.00245,0.135,0.507,135.653,2d4e45fmUnguxh6yqC7gNT,231933,4,Dirty Deeds Done Dirt Cheap,AC/DC,Rock
0.572,0.835,0,-6.219,1,0.0317,0.171,0.000376,0.0702,0.796,129.994,7N3PAbqfTjSEU1edb2tY8j,241600,4,Jump - 2015 Remaster,Van Halen,Rock
0.361,0.97,7,-4.817,0,0.284,0.00169,0.00163,0.357,0.254,179.017,7GonnnalI2s19OCQO1J7Tf,282920,4,Kickstart My Heart,Mötley Crüe,Rock
0.5,0.748,4,-9.072,1,0.0363,0.127,0.0,0.447,0.514,118.852,4bHsxqR3GMrXTxEPLuK5ue,250987,4,Don't Stop Believin',Journey,Rock
0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,0dOg1ySSI7NkpAe89Zo0b9,278680,4,Born in the U.S.A.,Bruce Springsteen,Rock
0.637,0.682,11,-11.625,1,0.0366,0.0112,0.0234,0.0473,0.714,129.983,1xShPgQbOUa98avWJQFDBY,224907,4,Personal Jesus - Original Single Version,Depeche Mode,Rock
0.651,0.801,0,-7.34,1,0.0513,0.123,0.0,0.0825,0.776,133.763,5jzma6gCzYtKB1DbEwFZKH,200480,4,London Calling - Remastered,The Clash,Rock
0.482,0.786,7,-5.735,1,0.032,0.00321,8.88e-05,0.446,0.793,126.755,4DMKwE2E2iYDKY01C335Uw,323000,4,Carry on Wayward Son,Kansas,Rock
0.741,0.697,0,-7.028,1,0.0277,0.0664,2.28e-05,0.133,0.774,116.109,2LawezPeJhN4AWuSB0GtAU,160133,4,Have You Ever Seen The Rain,Creedence Clearwater Revival,Rock
0.51,0.893,9,-9.267,1,0.0342,0.00102,5.85e-05,0.201,0.934,142.657,5Ly2g3fnof2iFE8zsQZJX2,163467,4,Back In The U.S.S.R. - 2018 Mix,The Beatles,Rock
0.567,0.959,8,-3.822,1,0.102,0.0995,6.07e-05,0.1,0.961,137.377,1oG2vWELiGjIqxwqGcyqwF,133933,4,You Really Got Me,The Kinks,Rock
0.598,0.901,2,-6.081,1,0.0359,0.116,0.0401,0.178,0.814,153.24,4cMHCRLPNoEbpnl2rz6GS9,231120,4,Back on the Chain Gang - 2007 Remaster,Pretenders,Rock
0.531,0.818,2,-5.358,1,0.0452,0.0694,0.0096,0.263,0.471,90.767,6XUHsYE38CEbYunT983O9G,248173,4,Give A Little Bit,Supertramp,Rock
0.549,0.722,11,-11.729,0,0.0283,0.25,0.0138,0.11,0.716,103.885,14XWXWv5FoCbFzLksawpEe,434720,4,Riders on the Storm,The Doors,Rock
0.454,0.91,6,-7.766,1,0.0448,0.0866,0.0996,0.116,0.629,125.116,7o2CTH4ctstm8TNelqjb51,354520,4,Sweet Child O' Mine,Guns N' Roses,Rock
0.623,0.449,5,-13.333,1,0.0253,0.212,0.0,0.0613,0.572,84.383,5tVA6TkbaAH9QMITTQRrNv,256000,4,Free Fallin',Tom Petty,Rock
0.453,0.905,9,-4.001,1,0.115,0.36,0.000569,0.26,0.474,137.571,2b9lp5A6CqSzwOrBfAFhof,296200,4,Crazy Train,Ozzy Osbourne,Rock
0.723,0.863,2,-7.89,1,0.0338,0.0383,0.0317,0.128,0.931,136.302,2PzU4IB8Dr6mxV3lHuaG34,222813,4,(I Can't Get No) Satisfaction - Mono Version,The Rolling Stones,Rock
0.547,0.691,4,-13.553,0,0.0369,0.015,0.105,0.144,0.667,137.148,4KfSdst7rW39C0sfhArdrz,261933,4,Barracuda,Heart,Rock
0.475,0.322,7,-10.687,1,0.0283,0.367,0.00056,0.11,0.387,93.503,6zeE5tKyr8Nu882DQhhSQI,206267,4,Dust in the Wind,Kansas,Rock
0.629,0.785,5,-10.761,1,0.0471,0.0249,9.45e-06,0.0522,0.869,108.531,2vX5WL7s6UdeQyweZEx7PP,211027,4,Walk This Way,Aerosmith,Rock
0.543,0.529,7,-9.717,1,0.0301,0.326,0.00269,0.709,0.746,85.126,3KPwt1LBpt1jVSHz8GXERo,313840,4,Feel like Makin' Love - 2015 Remaster,Bad Company,Rock
0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,2f0P7iELCvAlV8j6Z3rGDE,503067,4,Stranglehold,Ted Nugent,Rock
0.754,0.759,9,-5.218,1,0.302,0.153,0.000108,0.101,0.435,126.366,7LRMbd3LEoV5wZJvXT1Lwb,214667,4,T.N.T.,AC/DC,Rock
0.534,0.887,0,-3.777,1,0.0345,0.0768,9.93e-05,0.325,0.72,122.494,0J6mQxEZnlRt9ymzFntA6z,249293,4,Livin' On A Prayer,Bon Jovi,Rock
0.757,0.868,9,-9.326,1,0.062,0.411,0.00221,0.355,0.815,138.923,5UwbnHhjnbinJH8TefuQfN,199200,4,Long Cool Woman (In a Black Dress) - 1999 Remaster,The Hollies,Rock
0.667,0.755,9,-7.246,1,0.069,0.0966,6.94e-05,0.0523,0.883,109.535,6gXrEUzibufX9xYPk3HD5p,286220,4,Life in the Fast Lane - 2013 Remaster,Eagles,Rock
0.63,0.616,1,-8.128,0,0.0309,0.463,0.0408,0.173,0.509,118.65,1dv3ePjze9tPq2pk8eWJdR,270773,4,Gimme Shelter,The Rolling Stones,Rock
0.766,0.446,2,-13.079,1,0.0867,0.25,0.000704,0.318,0.743,119.774,7IhkWF9zpiYKlU7CxHxYT9,332907,4,All Right Now,Free,Rock
0.279,0.852,7,-7.838,1,0.0511,0.0119,0.076,0.0624,0.438,117.418,4JNi40t7xR5bO3PWxRkiPN,558933,4,Free Bird,Lynyrd Skynyrd,Rock
0.532,0.767,7,-5.509,1,0.0574,0.00287,0.000513,0.39,0.755,127.361,2SiXAy7TuUkycRVbbWDEpo,210173,4,You Shook Me All Night Long,AC/DC,Rock
0.469,0.537,9,-10.421,1,0.152,0.0241,0.00201,0.269,0.783,124.193,3aoDEt6zSuYQ47gzarlaVo,382834,1,Money - 2011 Remastered Version,Pink Floyd,Rock
0.456,0.978,10,-4.869,0,0.112,0.0301,0.499,0.313,0.327,123.411,0eFvoRSTTaR2q8bSWVjwfp,271867,4,Welcome To The Jungle,Guns N' Roses,Rock
0.619,0.703,10,-9.414,0,0.0525,0.00388,0.205,0.163,0.709,115.043,0F0MA0ns8oXwGw66B2BSXm,457133,4,Let's Dance - 1999 Remaster,David Bowie,Rock
0.691,0.592,2,-8.089,1,0.0366,0.389,3.29e-05,0.124,0.736,115.152,5y4761pjcksXs1hNsCmc4n,250400,4,Sunshine Of Your Love,Cream,Rock
0.693,0.497,2,-7.316,1,0.119,0.679,0.0,0.258,0.473,81.308,54flyrjcdnQdco7300avMJ,122067,4,We Will Rock You - Remastered,Queen,Rock
0.543,0.715,2,-8.89,1,0.0356,0.0192,0.0,0.256,0.468,124.011,1zGk1kgAxCpg6PHjGuLe4J,180943,4,Pinball Wizard,The Who,Rock
0.786,0.87,1,-3.875,0,0.0316,0.413,0.000494,0.0389,0.864,100.66,0832Tptls5YicHPGgw7ssP,265173,4,Beast Of Burden - Remastered,The Rolling Stones,Rock
0.644,0.919,2,-6.289,1,0.0561,0.181,0.134,0.622,0.871,117.459,38Ngied9rBORlAbLYNCl4k,259907,4,Once in a Lifetime - 2005 Remaster,Talking Heads,Rock
0.421,0.677,4,-6.183,1,0.0343,0.000989,9.65e-05,0.211,0.683,127.67,3sY6z4pGcxpMwx3W026WtU,303587,4,Peace of Mind,Boston,Rock
0.336,0.792,9,-10.875,1,0.084,0.00351,0.00175,0.0437,0.427,155.587,3IOQZRcEkplCXg6LofKqE9,355304,4,Iron Man - 2012 - Remaster,Black Sabbath,Rock
0.645,0.598,1,-13.18,0,0.0335,0.221,3.53e-06,0.0721,0.913,105.929,7Ar4G7Ci11gpt6sfH9Cgz5,227267,4,Listen to the Music,The Doobie Brothers,Rock
0.432,0.389,7,-6.517,1,0.0255,0.687,0.0107,0.0788,0.158,139.506,52dm9op3rbfAkc1LGXgipW,341773,4,Wild Horses - 2009 Mix,The Rolling Stones,Rock
0.685,0.72,4,-7.917,1,0.0316,0.0911,8.75e-06,0.0943,0.645,112.207,6sayXgNAqCmfUAqGAxP4xA,225720,4,Bolero Falaz,Aterciopelados,Rock latino
0.548,0.495,9,-7.736,1,0.0325,0.539,3.01e-06,0.174,0.502,121.288,7zpNN01FLMP70EYGcxCCDY,272520,4,Un Amor Violento,Los Tres,Rock latino
0.539,0.833,7,-5.717,1,0.0322,0.00172,0.0387,0.315,0.57,128.008,17eJyYLIlMNlOqcwHYJ9F2,308947,4,Lago en el Cielo,Gustavo Cerati,Rock latino
0.488,0.795,9,-4.157,0,0.0336,0.0387,0.0,0.0452,0.803,107.846,2bQn1ATsEIWwswbsPpOrp9,236427,4,Llueve Sobre La Ciudad,Los Bunkers,Rock latino
0.739,0.52,11,-9.891,1,0.038,0.095,0.0169,0.143,0.666,90.06,2ir4Ufg38HFRifw3aSJRZS,349200,4,Mataz,Lucybell,Rock latino
0.489,0.62,7,-9.484,1,0.0539,0.00336,0.0,0.12,0.488,95.587,5xjomARNn4eeQ9yXVTIXBJ,187760,4,Mágico,Joe Vasconcellos,Rock latino
0.586,0.917,4,-4.845,0,0.037,0.0437,0.000184,0.173,0.887,95.001,6d4d6cwiAf59mKxoRmXQoK,160280,4,Irresponsables,Babasónicos,Rock latino
0.553,0.344,9,-13.237,1,0.0292,0.297,0.000453,0.236,0.293,87.432,6hmYi0E6EBEmDeztQHaH0C,204467,4,Bajan,Pescado Rabioso,Rock latino
0.487,0.511,9,-8.549,1,0.0403,0.311,0.0,0.198,0.292,105.716,23jMDvKil4frbTA35BVzBY,306627,4,El Anillo del Capitán Beto,Invisible,Rock latino
0.656,0.781,8,-7.657,0,0.036,0.00661,7.57e-06,0.0926,0.478,130.28,4oR2kX5BI50GBnQGRdRRsM,298227,4,Estrechez De Corazón,Los Prisioneros,Rock latino
0.676,0.684,7,-9.099,1,0.0464,0.119,1.01e-06,0.0906,0.888,115.449,70EgRDKkzHbeSIL8EgbL2Z,215693,4,Hojas de Te,Los Tres,Rock latino
0.444,0.471,10,-9.107,1,0.0322,0.00161,0.0017,0.14,0.205,76.335,6gwaa6ElIixNTvu6RwkMyo,273800,4,Puente,Gustavo Cerati,Rock latino
0.402,0.957,3,-4.028,1,0.296,0.0292,6.37e-05,0.14,0.683,201.675,2fkrZEJBfcoH0dWwjYAGqW,217840,4,Ven Aquí,Los Bunkers,Rock latino
0.58,0.877,7,-9.005,1,0.0454,0.00115,0.0242,0.622,0.671,89.983,7zZESEhPkn3qWqfsgcdiQT,279786,4,Mil caminos - En vivo,Lucybell,Rock latino
0.374,0.759,2,-6.871,0,0.0261,0.00371,0.0174,0.104,0.289,165.415,5RzXSxR7BUhEtpqh77lMbR,269760,4,Ella Usó Mi Cabeza Como Un Revólver - Remasterizado 2007,Soda Stereo,Rock latino
0.477,0.753,0,-6.112,1,0.0343,0.514,0.00381,0.17,0.521,178.013,0SaKhiBPgdRaQKA7Bxu3ek,225707,4,Putita,Babasónicos,Rock latino
0.699,0.475,9,-11.05,0,0.028,0.0751,1.75e-05,0.265,0.849,102.888,7GFm40mEZdXUnxm295nkZx,220800,4,Sólo Por Esta Noche,Joe Vasconcellos,Rock latino
0.301,0.676,6,-6.66,1,0.0344,0.142,3.85e-06,0.123,0.13,134.973,3LLMudAmQlHRqmD5BG3CQS,322013,4,Espiral,Porter,Rock latino
0.802,0.657,0,-10.591,1,0.058,0.238,1.02e-05,0.146,0.581,118.08,4bGjPkl0BKXeFJOyKpdSwS,343888,4,El Baile de los Que Sobrán,Los Prisioneros,Rock latino
0.401,0.672,11,-8.558,0,0.0468,0.0205,4.25e-05,0.152,0.549,125.142,3E5wpa4PEgtP6iHVzpIYS9,303160,4,La Espada & la Pared,Los Tres,Rock latino
0.555,0.71,10,-5.561,0,0.0322,0.00119,0.0411,0.0465,0.924,119.372,5NHyNFYxLRifc2kI1FqDUP,288267,3,Tabu,Gustavo Cerati,Rock latino
0.675,0.733,9,-5.341,0,0.0361,0.106,1.33e-06,0.323,0.754,116.049,1TxWtt0lIi4yMSxuLujqze,267827,4,Bailando Solo,Los Bunkers,Rock latino
0.378,0.738,5,-8.782,1,0.0681,0.00294,0.0247,0.353,0.392,115.148,5EhButiJbrrRbO3qguSKkg,208693,4,Cuando Respiro En Tu Boca,Lucybell,Rock latino
0.653,0.598,0,-9.179,1,0.037,0.0329,0.00196,0.0736,0.711,94.099,5BgRSqd7xAhEfWgA9opde9,229160,4,Cuando Pase El Temblor - Remasterizado 2007,Soda Stereo,Rock latino
0.495,0.116,2,-16.043,1,0.0405,0.672,0.0,0.0977,0.343,98.101,7BCQ7bfdNpCdLmlvEGUfSG,547960,4,Cantata de Puentes Amarillos,Pescado Rabioso,Rock latino
0.723,0.626,6,-8.759,0,0.0291,0.219,0.00389,0.0971,0.448,110.98,63QpuNHIZ8APaK37LkV8Xd,308040,4,El baile y el salón,Café Tacvba,Rock latino
0.774,0.615,2,-7.614,0,0.0314,0.181,0.0107,0.141,0.703,136.851,4UXE0ZLGIoLUOFqTECzoQe,273307,4,Pronta Entrega,Virus,Rock latino
0.555,0.648,2,-7.684,1,0.0908,0.149,1.32e-06,0.114,0.466,147.512,6YbjZUR8F5ewBI1kHaIA1G,225765,4,Paramar,Los Prisioneros,Rock latino
0.546,0.549,0,-8.478,1,0.0284,0.436,0.0,0.127,0.615,115.292,1xtBatmC1muBOY1RnUvP8Z,202733,4,Déjate Caer,Los Tres,Rock latino
0.537,0.502,4,-8.406,1,0.025,0.44,0.0709,0.199,0.288,80.511,3oqWr0jDWNXxWufNogGREp,232027,4,Crimen,Gustavo Cerati,Rock latino
0.869,0.492,7,-5.309,1,0.116,0.0386,0.0117,0.118,0.965,123.079,0MTFdFjp1oGiIUo9kqWDLS,259507,4,Jugo,Illya Kuryaki & The Valderramas,Rock latino
0.647,0.853,4,-7.075,0,0.0286,0.225,0.00505,0.261,0.781,108.698,0jePqZlutXGa8xz6NNyKAy,217373,4,Loco,Andrés Calamaro,Rock latino
0.738,0.801,11,-3.366,0,0.0284,0.0438,0.0572,0.595,0.532,122.857,65DBZofI0b79kfHTcWWDuU,200800,4,Trátame Suavemente - Remasterizado 2007,Soda Stereo,Rock latino
0.701,0.46,9,-6.141,1,0.0421,0.511,9.84e-05,0.214,0.853,92.725,67VY2M8IZedcXJcy8LG5EH,264027,4,Calaveras y Diablitos,Los Fabulosos Cadillacs,Rock latino
0.616,0.766,5,-11.095,1,0.0321,0.0268,1.05e-06,0.329,0.883,105.764,02KG9DpLT3bV4fzUM1bORW,294267,4,Aquí No Es Así,Caifanes,Rock latino
0.615,0.928,10,-4.218,1,0.0412,0.186,4.4e-06,0.147,0.962,156.926,0oakHTPj4SF7Si0NAsLwi8,135133,4,Las flores,Café Tacvba,Rock latino
0.675,0.67,9,-7.218,0,0.0514,0.00565,0.00673,0.0805,0.726,90.23,6W1BLmVBxkqZwFQcORQLnv,336933,4,Tren Al Sur,Los Prisioneros,Rock latino
0.509,0.58,7,-10.506,1,0.033,0.135,0.39,0.478,0.562,123.508,2ri0lTjVeBkWAmRVkJoHXL,226227,4,Post-Crucifixion,Pescado Rabioso,Rock latino
0.495,0.596,2,-5.45,1,0.024,0.14,0.00316,0.114,0.284,94.124,1rh4kDY9T4fHVDum8Foi5k,233747,4,Adiós,Gustavo Cerati,Rock latino
0.465,0.589,10,-7.386,0,0.0747,0.503,2.92e-05,0.71,0.498,93.341,4JbaHnHxPaMXQG1NFT1Nem,291667,4,Maligno (feat. León Larregui),Aterciopelados,Rock latino
0.655,0.894,2,-7.696,1,0.0994,0.0271,0.0684,0.0414,0.785,152.354,4VikOud5ZmdmHH6h7uQeDB,206720,4,Nos Siguen Pegando Abajo,Charly García,Rock latino
0.409,0.71,9,-6.686,1,0.0293,0.000293,0.51,0.0827,0.274,153.638,51M33m6vHnkJ9SJPES3Lu4,226920,4,Sueles Dejarme Solo - Remasterizado 2007,Soda Stereo,Rock latino
0.733,0.602,7,-7.65,1,0.0834,0.0119,4.63e-06,0.0642,0.834,80.473,1orgfjGJoycODSItcGVatE,291973,4,Siguiendo La Luna - Remasterizado 2008,Los Fabulosos Cadillacs,Rock latino
0.721,0.85,9,-8.214,1,0.0331,0.19,0.00386,0.078,0.873,142.082,7w4ojcH8NJ4LBmJZhSBTcT,274000,4,Nubes,Caifanes,Rock latino
0.61,0.921,4,-4.184,0,0.0349,0.00352,0.341,0.223,0.631,108.032,7L2arBxHMxVXbWQzaHKgnY,277011,4,Los Calientes,Babasónicos,Rock latino
0.475,0.606,4,-7.024,0,0.0299,0.174,0.0418,0.0738,0.262,139.838,0cPzGMb1WVMCYn4nUcQrGl,269427,4,Rincón Yucateco,Porter,Rock latino
0.399,0.814,4,-5.659,1,0.0765,0.00605,0.0133,0.298,0.658,179.159,4sLeBVI7jCaDUd0WcxCWbg,243627,4,Cheques,Spinetta Y Los Socios Del Desierto,Rock latino
0.496,0.828,0,-9.734,1,0.06,0.0709,0.000114,0.987,0.557,120.13,0gaohTJb734s9Av2YzDNQE,375002,4,"Huellas - Live From Santiago,Chile/1999",Joe Vasconcellos,Rock latino
0.593,0.926,7,-3.696,0,0.0322,0.242,1.57e-06,0.207,0.961,104.854,1ZGs4W7LBJy68hRPTsvMFc,234813,4,Para no olvidar,Los Rodriguez,Rock latino
0.687,0.932,2,-7.389,1,0.0555,0.21,4.34e-06,0.238,0.691,112.534,6KrSQXiwgnWBv6E4tTjbdF,280547,4,Cerca De La Revolucion,Charly García,Rock latino
0.713,0.682,9,-8.649,0,0.0784,0.18,0.0258,0.195,0.252,177.314,1qWLCuCnNcQVVzJm4pu7Zv,316427,4,Luna de Miel en la Mano,Virus,Rock latino
0.765,0.849,7,-4.504,0,0.0287,0.133,0.000667,0.218,0.957,107.55,41MfyUSxQoo1BgIsNj8eDS,237347,4,"Manuel Santillán, El León (Versión Reggae) - Remasterizado 2008",Los Fabulosos Cadillacs,Rock latino
0.514,0.703,7,-8.663,1,0.0276,0.125,2.5e-05,0.321,0.456,126.018,4Nr3NY4LluTed9I3jFM5gJ,266707,4,Fin,Jaguares,Rock latino
0.574,0.628,5,-7.221,1,0.0252,0.366,0.00102,0.188,0.652,99.691,1PSsStvZmJsU3CiJg8hRAx,328800,4,Ciudad De Pobres Corazones,Fito Paez,Rock latino
0.672,0.797,11,-7.955,1,0.0395,0.0871,0.815,0.192,0.568,123.01,3YdtWubx4RNva9DwTngDKD,324320,4,Pájaros,Porter,Rock latino
0.392,0.124,2,-15.154,0,0.0424,0.938,0.0,0.134,0.141,122.422,1y96w7WDPlwByq9aISEi6G,197747,4,Barro Tal Vez,Luis Alberto Spinetta,Rock latino
0.539,0.7,4,-7.535,0,0.0373,0.0251,0.0,0.0722,0.842,115.121,56Q1u9KJUMcun4UWv0b7ik,175267,4,Las Seis,Joe Vasconcellos,Rock latino
0.473,0.211,9,-18.017,0,0.0449,0.403,0.0,0.426,0.25,109.81,6pjbkrGImw09Nv5Ji3emkr,219187,3,Durazno Sangrando,Invisible,Rock latino
0.415,0.621,5,-6.519,1,0.0337,0.741,0.00111,0.134,0.386,83.43,3VCKdfJAL8DTDlwZw5O6Ik,208093,4,Los Dinosaurios,Charly García,Rock latino
0.527,0.611,2,-6.453,1,0.0448,0.000609,0.0149,0.168,0.439,109.924,6u6rHdzhBvMfYIiDppguho,201853,4,Todo Va A Arder,Diamante Eléctrico,Rock latino
0.586,0.855,11,-5.947,0,0.0327,0.304,0.0,0.129,0.448,124.917,6QJCZyJv1fhkCyZA3lRoAD,236333,4,Viento,Caifanes,Rock latino
0.637,0.95,9,-7.547,1,0.0736,0.0388,0.000138,0.0529,0.622,146.29,3M1H1CWjrSq7nxABHc8EXv,233267,4,Lobo-hombre en París,La Unión,Rock latino
0.386,0.903,4,-5.624,1,0.095,0.000351,0.382,0.113,0.739,174.818,4FapqmBF1lcrZf98FHfr1O,281493,4,Mejor No Hablar de Ciertas Cosas,Sumo,Rock latino
0.432,0.341,4,-13.48,0,0.0406,0.0207,0.115,0.102,0.231,147.389,2sTdHOegsYoU6H2w6CdCKo,398222,4,Genesis,Vox Dei,Rock latino
0.791,0.759,9,-5.67,1,0.037,0.0823,4.44e-05,0.0993,0.917,124.725,6hFHsQWB7HdVrSe7efRR82,214880,4,Como te extraño mi amor,Café Tacvba,Rock latino
0.83,0.838,6,-6.77,1,0.0776,0.0805,0.517,0.073,0.829,104.418,6Q8xZyw9VzGTKb54LBPkcd,191000,4,Soun Tha Mi Primer Amor (Remastered),Kinky,Rock latino
0.43,0.864,11,-4.832,0,0.0453,0.218,0.426,0.116,0.495,154.949,2DeK0E3KxFzuDbwKQo1A49,227373,4,No Me Destruyas,Zoé,Rock latino
0.405,0.908,9,-3.231,1,0.0508,0.00193,0.0,0.128,0.343,165.009,0BKJNlqLlNvvIunfg2BPCg,224086,4,Dulce Soledad,Enjambre,Rock latino
0.648,0.535,9,-12.239,1,0.314,0.286,0.0,0.073,0.589,176.114,3obYcaXHdTB1EvZE3PVQhd,186467,4,Tu Amor,Charly García,Rock latino
0.697,0.386,7,-11.746,0,0.0798,0.306,0.0,0.0682,0.554,99.796,7uKe068f3goRFEhH6MCbun,170547,4,Mil Horas,Los Abuelos De La Nada,Rock latino
0.332,0.839,9,-6.037,0,0.0277,0.0736,0.000631,0.264,0.608,94.559,0QN72F39qCxtXJnyBGoUvy,260787,4,Azul Oscuro,Zurdok,Rock latino
0.646,0.698,9,-7.555,1,0.0833,0.117,1.33e-05,0.162,0.803,77.67,1MHNs42ZBA91ONnGjwmjyG,264120,4,La Calle Es Su Lugar,GIT,Rock latino
0.698,0.553,9,-5.303,1,0.0358,0.00382,0.0,0.106,0.212,117.986,17GyFd3fEKaYFEuDUkMG3h,269880,4,Hoy Tengo Miedo,Fobia,Rock latino
0.754,0.523,4,-8.024,1,0.0291,0.0311,0.00242,0.11,0.665,123.907,18T2uIJteJ7o1W8XLFRpaN,231200,4,María,Café Tacvba,Rock latino
0.469,0.33,0,-10.736,1,0.0296,0.719,7.27e-06,0.0434,0.266,101.07,6zjME4Vo9ze9Uk4t9kUMJZ,265312,4,"Viernes, 3AM",Serú Girán,Rock latino
0.696,0.445,1,-9.114,1,0.0316,0.463,1.72e-05,0.0918,0.591,94.984,61qPUnazSdkvua4wgA4L8C,240520,4,Como Eran Las Cosas,Babasónicos,Rock latino
0.713,0.907,6,-4.132,0,0.0336,0.000468,0.00524,0.0846,0.739,135.055,5lwPvoxq9H3eAawY4236zP,216600,4,Peligroso Pop,Plastilina Mosh,Rock latino
0.394,0.622,11,-7.932,0,0.0302,0.0505,0.000163,0.108,0.144,113.341,43GjYlBkIaEW2laq9D4Rr0,239800,4,Lucha De Gigantes,Nacha Pop,Rock latino
0.438,0.805,4,-5.551,0,0.029,0.00168,0.545,0.367,0.608,103.136,0bVpPI7PzrScltqKCm5DKp,240840,4,"Canto, desde el fondo de las ruinas",Aquelarre,Rock latino
0.684,0.763,7,-6.861,0,0.046,0.0438,7.68e-05,0.0916,0.678,99.918,0LJgnWjRvbM60ieEVAJcAO,271707,4,Día Cero,La Ley,Rock latino
0.674,0.865,0,-6.393,1,0.0271,0.0209,0.0,0.269,0.776,119.14,0uZvNFgJxJnwFF7pQycIzH,240360,3,Estático,Zurdok,Rock latino
0.539,0.468,7,-9.448,1,0.0274,0.299,9.35e-06,0.108,0.332,180.019,5IfhLKhOBkHazqaoqFzH8G,283093,4,Vivo,Fobia,Rock latino
0.63,0.734,9,-6.366,1,0.028,0.02,0.000472,0.104,0.868,135.49,1rpOMdGC7PmKsNzOU8Xzfn,233394,4,Ella Estrella,La Gusana Ciega,Rock latino
0.387,0.972,7,-2.84,0,0.101,0.565,4.83e-06,0.0921,0.839,192.392,6mOZfn6CVXsX1Tt0l3thm3,285093,4,Sin documentos,Los Rodriguez,Rock latino
